StatsType,Project,CPID,TC,RAT,RAC,AvgRAC,Mag
byCPIDbyProject,Amicable_Numbers,e7c76a516a37c15b042f2104e64ce3a8,27344.774410,1524582302.012893,0.097590,0.097590,0.000000,
byCPIDbyProject,Amicable_Numbers,e7ea6f2c3fcdfa0640ae4f61cb6737c7,27344.774410,1635865502.000224,0.092816,0.092816,0.000000,
byCPIDbyProject,Amicable_Numbers,e7f90818e3e87c0bbefe83ad3cfe27e1,119897491.641066,1638025502.211137,42620.056107,42620.056107,8.090000,
byCPIDbyProject,Amicable_Numbers,e831440cd7b84206cb59b5ef77009a8b,29682752.621923,1595430301.691962,0.083858,0.083858,0.000000,
byCPIDbyProject,Amicable_Numbers,e87ef046cc85a35f3b0a195c884948e8,286976571.238099,1617807901.871203,0.082709,0.082709,0.000000,
byCPIDbyProject,Amicable_Numbers,ebf2906a5de5490c03d7c3206709743d,211922.001677,1638025502.211137,1793.680762,1793.680762,0.340000,
byCPIDbyProject,Amicable_Numbers,ec954793ff856045ed3df78ceec58d9c,3550613.784914,1512572702.064650,0.090203,0.090203,0.000000,
byCPIDbyProject,Amicable_Numbers,ecfd9d1ea9efcd44fa96790459311e79,430680.196956,1543417502.536553,0.083681,0.083681,0.000000,
byCPIDbyProject,Amicable_Numbers,ed125948116c91006e46da716241801c,559009223.260103,1638025502.211137,2.093780,2.093780,0.000000,
byCPIDbyProject,Amicable_Numbers,ed2238fc74dc22017d4068d88ab256c2,119072820.167852,1638025502.211137,6918.289475,6918.289475,1.310000,
byCPIDbyProject,Amicable_Numbers,ed636f0a4776786569293332f7e99601,170904.840062,1626102301.885962,0.093229,0.093229,0.000000,
byCPIDbyProject,Amicable_Numbers,ee2c8c9a73e894ec812ee0c16ebabd1d,68378075.913746,1638023148.297113,4701.275615,4701.275615,0.890000,
byCPIDbyProject,Amicable_Numbers,ee4a19259edf11e9e90005773cb8ad16,159502069.132875,1568646301.956747,0.089709,0.089709,0.000000,
byCPIDbyProject,Amicable_Numbers,eecd42ae1214e89e24f24ff3b921b2c6,26818387.502489,1618239902.142951,0.091783,0.091783,0.000000,
byCPIDbyProject,Amicable_Numbers,eeedef516fc6392b14c3968ee7ffb028,1333057.752482,1595516702.529093,0.091814,0.091814,0.000000,
byCPIDbyProject,Amicable_Numbers,ef2a9be1807118400564624959a671b4,99924641.887327,1622127901.755222,0.083007,0.083007,0.000000,
byCPIDbyProject,Amicable_Numbers,f04d239dbb984dffba87e09de81efcb8,150396.259254,1533395101.565425,0.089148,0.089148,0.000000,
byCPIDbyProject,Amicable_Numbers,f07791ae77a4fd866ba9a2b88ed3c625,444352.584161,1557846302.341916,0.098099,0.098099,0.000000,
byCPIDbyProject,Amicable_Numbers,f0edea95764d211864a91664d8383f4c,1032265.233973,1638025502.211137,6.185230,6.185230,0.000000,
byCPIDbyProject,Amicable_Numbers,f10bf58f36e03780d0a50293af92cfaf,1020979.446901,1509462302.458238,0.092759,0.092759,0.000000,
byCPIDbyProject,Amicable_Numbers,f1cb59d14308ae2522fa38bfb8bfdf93,86600900.556108,1638063603.809350,159206.582757,159206.582757,30.240000,
byCPIDbyProject,Amicable_Numbers,f32eb8f17277674ca22558672b671622,580926059.949535,1638025502.211137,78970.422311,78970.422311,15.000000,
byCPIDbyProject,Amicable_Numbers,f392efc4e7682324d640e5d5dc5170c5,5400592.945951,1638025502.211137,2321.182035,2321.182035,0.440000,
byCPIDbyProject,Amicable_Numbers,f499872d1adc698fe0145896867069e0,60503185.392191,1587654301.777171,0.091574,0.091574,0.000000,
byCPIDbyProject,Amicable_Numbers,f4d2d2d19cbe6cd274bf6c211d487bbd,129887.678447,1638025502.211137,0.207365,0.207365,0.000000,
byCPIDbyProject,Amicable_Numbers,f5b3ef4e0c535fdcc5e24b603b8cbdd5,5585170.173218,1638025502.211137,22.851550,22.851550,0.000000,
byCPIDbyProject,Amicable_Numbers,f5bc3c415aa30caf0cf987fa6200feda,32360.679775,1509462302.458238,0.093752,0.093752,0.000000,
byCPIDbyProject,Amicable_Numbers,f5cce458fb3532c38dd1757b8fbe9eca,2064530.467946,1533049502.509637,0.096567,0.096567,0.000000,
byCPIDbyProject,Amicable_Numbers,f5fb92923a9738d7e44c0be7309a087f,4443525.841606,1638025502.211137,15.874851,15.874851,0.000000,
byCPIDbyProject,Amicable_Numbers,f67387fe4c660c0c575d8b85b1a7ca71,91557140.917900,1638064416.073829,202556.417404,202556.417404,38.470000,
byCPIDbyProject,Amicable_Numbers,f6a049ded40fac6fd292c2a12114f606,840851.813104,1554131101.556032,0.089600,0.089600,0.000000,
byCPIDbyProject,Amicable_Numbers,f751189ff692133718e104d480695d97,89308033.222687,1638025502.211137,2996.541481,2996.541481,0.570000,
byCPIDbyProject,Amicable_Numbers,f7714ee056091e0979d062b17ddccd03,17288733.620647,1638063496.509096,51391.151997,51391.151997,9.760000,
byCPIDbyProject,Amicable_Numbers,f977703c3a06398c85ac8e34968c8b9e,4716973.585704,1638061150.277593,183929.421318,183929.421318,34.930000,
byCPIDbyProject,Amicable_Numbers,fc04913e244ba8b1face6821a8cab8ab,246102.969689,1609427102.046789,0.092281,0.092281,0.000000,
byCPIDbyProject,Amicable_Numbers,fc38b066fe61f9b30ed6598c52a7daeb,307628.712111,1552921502.176242,0.091649,0.091649,0.000000,
byCPIDbyProject,Amicable_Numbers,fd04e5e5e57b1fd192d8f7368af78787,266611.550496,1638025502.211137,0.331975,0.331975,0.000000,
byCPIDbyProject,Amicable_Numbers,fd71fc5d5676b99d90f917c3f2d6c1fc,21698078.494240,1638031945.065789,40961.941812,40961.941812,7.780000,
byCPIDbyProject,Amicable_Numbers,fd78d78871b5f2dfa7fcb5bf58f1de1c,3390752.026825,1625929502.159212,0.095745,0.095745,0.000000,
byCPIDbyProject,Amicable_Numbers,fdc7e04c70a57f8963fb823f619e8964,1523500.352958,1638025502.211137,0.336415,0.336415,0.000000,
byCPIDbyProject,Amicable_Numbers,fe3748b700e27a29d894d6b71a045793,47853.355217,1600614302.560631,0.093630,0.093630,0.000000,
byCPIDbyProject,Amicable_Numbers,feead2f7fbcac15d701b476995871850,127481338.298893,1624115101.920224,0.088366,0.088366,0.000000,
byCPIDbyProject,Amicable_Numbers,ff0074a968f0c6b84125d12aed39e891,3465950.156452,1565363102.534805,0.099102,0.099102,0.000000,
byCPIDbyProject,Amicable_Numbers,ffb45ad8a3dfa9c3543f836740ba0224,115706500.454256,1638025502.211137,3.101688,3.101688,0.000000,
byCPIDbyProject,SRBase,00753fb2da10d8f412195f4f99c61078,330694841.589839,1638055363.032697,663999.349681,663999.349681,166.000000,
byCPIDbyProject,SRBase,009b415d69801a2f9182069b9257f410,76136172.030001,1638016205.718298,22.036510,22.036510,0.010000,
byCPIDbyProject,SRBase,01e1922cf160e37919e0a906353ccbfd,3178042.400000,1638055506.258438,5.773956,5.773956,0.000000,
byCPIDbyProject,SRBase,01fd21141ef10ad826c5b6d7d7a66629,756042.799999,1510702805.109476,0.097408,0.097408,0.000000,
byCPIDbyProject,SRBase,026dde8d3daf1a497a97ce692dfae76a,16470.000000,1634262905.639892,0.096463,0.096463,0.000000,
byCPIDbyProject,SRBase,02f8f633ceefa8a48f7d624555a07493,252297.410000,1636550706.028885,0.092461,0.092461,0.000000,
byCPIDbyProject,SRBase,03735fd8066b71828aec7ce17196bbb8,2224459.200000,1510096205.444028,0.099334,0.099334,0.000000,
byCPIDbyProject,SRBase,048de851fbdb89757c4576472bf2978e,38176503.799998,1637972405.470277,3.930729,3.930729,0.000000,
byCPIDbyProject,SRBase,04e3f01a53bcfe437a71e1b238ff1005,789219.000000,1541202905.234941,0.093314,0.093314,0.000000,
byCPIDbyProject,SRBase,05c21278af7999e749b1671ea90bc8f6,50033469.000000,1635746405.718035,0.099863,0.099863,0.000000,
byCPIDbyProject,SRBase,06c4f726c25413b262e4ec4114a98837,21917764.000000,1637829305.944062,0.097992,0.097992,0.000000,
byCPIDbyProject,SRBase,079f09b14b5a8bf3ae773340d9a54f82,3207668.360000,1627398906.014238,0.098994,0.098994,0.000000,
byCPIDbyProject,SRBase,07a36578fc3f6a512f0c1efb5f914212,24890.000000,1636930505.931858,0.091276,0.091276,0.000000,
byCPIDbyProject,SRBase,097304832e018c455aaf8ce011748ea2,69733.800000,1543944005.586047,0.095585,0.095585,0.000000,
byCPIDbyProject,SRBase,09cef9dc9e19a0716fa89341aa7a523c,745215.260000,1582323005.624125,0.082146,0.082146,0.000000,
byCPIDbyProject,SRBase,0b5ef259411ec18e8dac2be0b732fd23,12451506.709995,1599682206.128507,0.091137,0.091137,0.000000,
byCPIDbyProject,SRBase,0c52b2e7a3569a37670c71efad85de26,5130675.200000,1638050840.842919,15237.866838,15237.866838,3.810000,
byCPIDbyProject,SRBase,0c77869524781d812cc6e6e8bbbf6a14,20357398.899999,1637994905.525065,30.339386,30.339386,0.010000,
byCPIDbyProject,SRBase,0de87e305d5d3a9cd58bde8a9f84339b,7000222.800000,1561716005.683492,0.096028,0.096028,0.000000,
byCPIDbyProject,SRBase,0e748ca75bf3cb48ae14f70e18aa17fb,18114302.700000,1638008405.820992,184951.722932,184951.722932,46.240000,
byCPIDbyProject,SRBase,0f06b7a83f5bf25af6053d340eb96380,11535190.000000,1638044106.062505,46.942565,46.942565,0.010000,
byCPIDbyProject,SRBase,127c75f1c08d06a054465f4cdebe581e,243021.000000,1538056505.487428,0.090741,0.090741,0.000000,
byCPIDbyProject,SRBase,1360d82e6071c551a75b76237a86dd45,40180.000000,1638039305.845426,966.356180,966.356180,0.240000,
byCPIDbyProject,SRBase,14c2130aabb4176a0d3351cd136bbaa4,1235761305.768869,1638048605.996547,978.205177,978.205177,0.240000,
byCPIDbyProject,SRBase,16343a0f41ad37bb35a80e81bc97ef8c,1425563.500000,1637972405.470277,16.913443,16.913443,0.000000,
byCPIDbyProject,SRBase,1638152dadcac51f8bb71da66dfe092d,553160.400000,1633424706.023186,0.092875,0.092875,0.000000,
byCPIDbyProject,SRBase,163f049997e8a2dee054d69a7720bf05,1758786752.407768,1638056014.469971,1802066.412335,1802066.412335,450.510000,
byCPIDbyProject,SRBase,17029c4576fc8e66b21dfec118099199,1653360.799999,1552020605.920972,0.098405,0.098405,0.000000,
byCPIDbyProject,SRBase,1963a6f109ea770c195a0e1afacd2eba,1183624.400000,1492220405.724796,0.098750,0.098750,0.000000,
byCPIDbyProject,SRBase,1a5850d306575a1858189efe3d805dcb,79414029.090000,1638055113.448488,302223.658892,302223.658892,75.560000,
byCPIDbyProject,SRBase,1ac793c529cd6ffa942afaef7c5068c2,1824542.880000,1509780605.261368,0.098102,0.098102,0.000000,
byCPIDbyProject,SRBase,1bb993deb5284d5f357c6ef05d8eddb2,11569033.550001,1637988006.137852,1488.264796,1488.264796,0.370000,
byCPIDbyProject,SRBase,1d0732882664b7a8eae2bb9741ab3121,19847220.000000,1637986505.355862,3895.299205,3895.299205,0.970000,
byCPIDbyProject,SRBase,1f409e6b69a8290c8419ab06f5bb8727,113674.000000,1537393806.028916,0.094681,0.094681,0.000000,
byCPIDbyProject,SRBase,2041e87b31103bf69e785cb737df49ab,90131.300000,1626377705.459422,0.099988,0.099988,0.000000,
byCPIDbyProject,SRBase,2082de95f77c4a69fc878de0bb3b2af5,70421.000000,1512649505.965074,0.099441,0.099441,0.000000,
byCPIDbyProject,SRBase,21101ba0c2397c2f42c2db510575c5aa,11844081.000000,1638006906.059040,16.316753,16.316753,0.000000,
byCPIDbyProject,SRBase,21994f51f19f8d75f39c529e200e82aa,1518376.330000,1632800706.058622,0.094682,0.094682,0.000000,
byCPIDbyProject,SRBase,23367d83f2061f0e112a413d3e38c23d,50757.400000,1551543305.672139,0.097992,0.097992,0.000000,
byCPIDbyProject,SRBase,23f4d1d548f535b543a62707df14f11f,5669459.920000,1638055506.258438,31.717625,31.717625,0.010000,
byCPIDbyProject,SRBase,25247e504736d41b333535ad14deb150,2178438.600000,1518772505.956941,0.091897,0.091897,0.000000,
byCPIDbyProject,SRBase,25d003249f8a48a462584bc4bf550e26,9311807.200001,1608514506.233338,0.097760,0.097760,0.000000,
byCPIDbyProject,SRBase,26fe212eaf98b5e410a401a2edb1f371,14345696.419998,1638055483.419579,17924.695632,17924.695632,4.480000,
byCPIDbyProject,SRBase,284ce4078abc2fad5870b9b59fd75988,52393421.800002,1638016506.234172,2.934016,2.934016,0.000000,
byCPIDbyProject,SRBase,2853ce86a6bda337ba7da7517f2643c1,1801461380.906791,1638055904.655040,4299988.073439,4299988.073439,1074.990000,
byCPIDbyProject,SRBase,29e886a19d116dc4f569348fbe5ff811,4894231.900000,1567815305.479119,0.094121,0.094121,0.000000,
byCPIDbyProject,SRBase,2a258e2335606b01e3d8701ad7d63c5f,3671180.000000,1638050819.386078,27567.107674,27567.107674,6.890000,
byCPIDbyProject,SRBase,2d8398cb34871cd48f3281ca1b69c93b,1564079.710000,1588042206.083478,0.092539,0.092539,0.000000,
byCPIDbyProject,SRBase,2d970fb5b1c4c346876cfa0bffa73980,159206.400000,1510808705.852130,0.093241,0.093241,0.000000,
byCPIDbyProject,SRBase,2ebd98706dc08b1953f86d1a69b7e97d,149019.000000,1633133406.215426,0.099615,0.099615,0.000000,
byCPIDbyProject,SRBase,2efd22b7d85b2a5518b9dd053bb6874b,2377342.400000,1638047106.146750,3680.543233,3680.543233,0.920000,
byCPIDbyProject,SRBase,2fa5216607ecda3cfb99050e305ceb4f,21881718.000001,1554419705.357017,0.092104,0.092104,0.000000,
byCPIDbyProject,SRBase,30417ab66f0836f3bac7a37a1fdc17f0,724642.100000,1554624305.491372,0.093602,0.093602,0.000000,
byCPIDbyProject,SRBase,3081ff717f5e91cd0b47da5349bda89d,15318977.000000,1638054305.966505,19.467661,19.467661,0.000000,
byCPIDbyProject,SRBase,31a9906481de3f8055e8341bfe085f36,186606920.599999,1638055934.745681,734956.687826,734956.687826,183.740000,
byCPIDbyProject,SRBase,31ccfdbc030653cc7a3e34cd6a51a156,1248606968.950005,1630517705.974262,0.091079,0.091079,0.000000,
byCPIDbyProject,SRBase,326bb50c0dd0ba9d46e15fae3484af35,91019283.560002,1638053524.789611,203382.591565,203382.591565,50.850000,
byCPIDbyProject,SRBase,3291e38fdc01513616b9f86f1db5981a,15759310.600000,1638002706.156066,151.311985,151.311985,0.040000,
byCPIDbyProject,SRBase,3362631a91f5e3f2167b55df0b0fda0a,130238110.000000,1637989506.120480,205976.365256,205976.365256,51.490000,
byCPIDbyProject,SRBase,33f69ffd7d7301548da21480ace0d2c0,116855.000000,1623830106.016700,0.097622,0.097622,0.000000,
byCPIDbyProject,SRBase,34d68eb799e5dc39b66b160b6da29e19,1290.800000,1626792305.997387,0.098952,0.098952,0.000000,
byCPIDbyProject,SRBase,354096db94bd57d3a6a017f091422cd9,1973503.100000,1637979606.199809,744.626536,744.626536,0.190000,
byCPIDbyProject,SRBase,36c97b76a5b7cc67a9811238d7c8d2fe,1992570.000000,1526408405.933260,0.091114,0.091114,0.000000,
byCPIDbyProject,SRBase,36e914d7388ab7d009bfc76d772a45d5,11127.800000,1630993205.583567,0.095727,0.095727,0.000000,
byCPIDbyProject,SRBase,3c077620e211d1237d796b34fe93941d,94670.000000,1565943306.023382,0.098493,0.098493,0.000000,
byCPIDbyProject,SRBase,3dce20b63cea22cd34177f9b634205a5,12503427.000000,1619853905.806956,0.095973,0.095973,0.000000,
byCPIDbyProject,SRBase,3e2530a3c3bec8cb6f4f4448f5302ada,17845.000000,1522784705.450168,0.094358,0.094358,0.000000,
byCPIDbyProject,SRBase,3e4e5ee66e0105c11dff0eed0519cf2f,16723889.310000,1638024005.853798,80.449493,80.449493,0.020000,
byCPIDbyProject,SRBase,3ecc72f9401ae975757bf3ef0af64994,443087332.000000,1638032406.230634,457427.915928,457427.915928,114.360000,
byCPIDbyProject,SRBase,3f7cec9144a62341f910ce4988a72233,9572586.000000,1637997005.526419,135816.944659,135816.944659,33.950000,
byCPIDbyProject,SRBase,3fb01ffdd5f274efa8d068ff9244abd4,583103.200000,1613419506.305815,0.096335,0.096335,0.000000,
byCPIDbyProject,SRBase,41275606d85d84b69e074e932d70a36c,25747736.000000,1629454506.270698,0.099434,0.099434,0.000000,
byCPIDbyProject,SRBase,41b39760eef03849f7c97bf365c8cf8d,66364.600000,1622431805.684934,0.095732,0.095732,0.000000,
byCPIDbyProject,SRBase,42a267f97d98e4da5063c1a83bb16ba5,16162.800000,1637984706.052633,3.875977,3.875977,0.000000,
byCPIDbyProject,SRBase,42cada039fcfb2ffe76176473a671374,906603320.344794,1638033305.917057,287.519867,287.519867,0.070000,
byCPIDbyProject,SRBase,43ad9b65323714952a5a4f5afcd9e082,2130200.000000,1638009005.930605,1215.223141,1215.223141,0.300000,
byCPIDbyProject,SRBase,456cd59771f1e50533a8c033165b9d12,1679860.000000,1638051621.961050,8295.635475,8295.635475,2.070000,
byCPIDbyProject,SRBase,45e08436f137df8ea3beab49f8ac1f32,54109.500000,1487538605.711234,0.097041,0.097041,0.000000,
byCPIDbyProject,SRBase,46416f76caf00f281e103c79ba0e5f53,1494650.000000,1638026815.672341,39529.697296,39529.697296,9.880000,
byCPIDbyProject,SRBase,473bffa7196e386e2537d350f9fbdf70,19720.000000,1522356905.293421,0.095455,0.095455,0.000000,
byCPIDbyProject,SRBase,476ead9925a64941458e9892349c4cd1,76352.000000,1519868105.482405,0.093302,0.093302,0.000000,
byCPIDbyProject,SRBase,4c0cfa75a878afb61662b48c409b2386,10214779.699997,1519280405.669973,0.098611,0.098611,0.000000,
byCPIDbyProject,SRBase,4c0eb661ed67994e9229e785dc5312ec,33927.000000,1526438105.803984,0.094032,0.094032,0.000000,
byCPIDbyProject,SRBase,4f0fecd04be3a74c46aa9678f780d028,15471410.310000,1638016205.718298,3.132331,3.132331,0.000000,
byCPIDbyProject,SRBase,51662330efa7a9e66ef946af2c9ebda7,7672353.120000,1638009666.046245,2983.578683,2983.578683,0.750000,
byCPIDbyProject,SRBase,518b20dcc7217d02bb484d7e24015266,7700.000000,1638043257.960897,691.149868,691.149868,0.170000,
byCPIDbyProject,SRBase,52bb37029aeb0a811f0057862a8a9da8,277724.800000,1638019805.578984,88.190656,88.190656,0.020000,
byCPIDbyProject,SRBase,53fc4bbcc5fe35486d29c069a208e869,2190236.000000,1627732505.346699,0.091015,0.091015,0.000000,
byCPIDbyProject,SRBase,54ac4942b5b98f0a7133fc4a8a540aa1,72340.600000,1556206505.875823,0.095452,0.095452,0.000000,
byCPIDbyProject,SRBase,54d2a30e96db342462808e0bed89228d,2631202.140000,1638035406.215956,0.160518,0.160518,0.000000,
byCPIDbyProject,SRBase,565a4424ae543c34886dec3ac0d9b324,22381624.889470,1638016205.718298,50.599092,50.599092,0.010000,
byCPIDbyProject,SRBase,575d3a53f4ab77448fae6aa5f8f5bdbc,3602634.330000,1638047106.146750,4769.406243,4769.406243,1.190000,
byCPIDbyProject,SRBase,57fb94b1015f257feb539d36cb65540f,47490.000000,1610494206.123627,0.094942,0.094942,0.000000,
byCPIDbyProject,SRBase,58c63189b9e02ab71f137d4a20c04411,65754.000000,1565444105.065102,0.094777,0.094777,0.000000,
byCPIDbyProject,SRBase,5a094d7d93f6d6370e78a2ac8c008407,11488120.599995,1568637005.105668,0.097716,0.097716,0.000000,
byCPIDbyProject,SRBase,5abc410a0c8835849edf46bfe56c3e5d,1207756.000000,1544279105.539004,0.098104,0.098104,0.000000,
byCPIDbyProject,SRBase,5ada6a73daba10605ebba717c2a473dd,233147634.346699,1638044106.062505,77.593322,77.593322,0.020000,
byCPIDbyProject,SRBase,5d414dda2fe56b412d5b6c0a7aee16c6,781195.900000,1551804006.026565,0.095362,0.095362,0.000000,
byCPIDbyProject,SRBase,5e0e4f11b543f6305f3dff19e75b37ad,20018324.800000,1636067105.367611,0.092235,0.092235,0.000000,
byCPIDbyProject,SRBase,5e4eb166b6196e690e8dbc4de4ae8e2c,4891600.000000,1638026339.662096,313029.561518,313029.561518,78.260000,
byCPIDbyProject,SRBase,5e5e0b903b32cb3581e69a5e5cd3d30e,652187072.799992,1629162005.584080,0.096903,0.096903,0.000000,
byCPIDbyProject,SRBase,5f5b7467e99739879cbbab3de480e8ad,1004603.100000,1590933606.174810,0.099625,0.099625,0.000000,
byCPIDbyProject,SRBase,603fc6ade8b1d6ed79412c77abb1ec1e,2691870.800000,1638033005.389528,1.665361,1.665361,0.000000,
byCPIDbyProject,SRBase,61bfec93cff6261568094f7cab21d9e5,52925120.000000,1638055523.921293,624719.446115,624719.446115,156.180000,
byCPIDbyProject,SRBase,61ff2f5d6d79f60f97923561de3a8b26,3042900.000000,1638016205.718298,76.380504,76.380504,0.020000,
byCPIDbyProject,SRBase,6324b50c27fc83792f8da9ab05e94e2a,800.000000,1608601205.729405,0.099689,0.099689,0.000000,
byCPIDbyProject,SRBase,6387eda1469f5c8f07bfd57eec3b16df,13275601.999999,1638034501.770443,37058.705203,37058.705203,9.260000,
byCPIDbyProject,SRBase,64a13ca59006584a055b1b39fcb5da42,31800.000000,1566030005.515197,0.093173,0.093173,0.000000,
byCPIDbyProject,SRBase,6758a4f44ce22edbbfd9175bf7d70ca9,8100818.600000,1637995206.041850,2249.711714,2249.711714,0.560000,
byCPIDbyProject,SRBase,681a34d5a6bff0b24f07c9f37f3f22ee,14451180.000000,1638052612.947885,195778.436664,195778.436664,48.940000,
byCPIDbyProject,SRBase,699bbc108027cb505989a10a8ecb1cf7,1247299.250000,1638044106.062505,0.286669,0.286669,0.000000,
byCPIDbyProject,SRBase,6ace0fa3c8072d52af486e4769a8863c,8820.000000,1617581705.557928,0.091380,0.091380,0.000000,
byCPIDbyProject,SRBase,6b10fd0eee31e99a39650c493a598373,4926370.800000,1638021905.596550,3777.151518,3777.151518,0.940000,
byCPIDbyProject,SRBase,6b1d56acbb46d2def060db99fec4f36c,593331.000000,1607994306.101710,0.093237,0.093237,0.000000,
byCPIDbyProject,SRBase,6b886355089fec17ed4bdd1dd77d7fd1,31958601.450000,1638021905.596550,247.803551,247.803551,0.060000,
byCPIDbyProject,SRBase,6c33b23bcae540071f4bf8cff75975fc,19436268.000000,1629936306.017184,0.098170,0.098170,0.000000,
byCPIDbyProject,SRBase,6c68f6c6938435fb98c37f773cc21588,967450.200000,1552770905.705913,0.094034,0.094034,0.000000,
byCPIDbyProject,SRBase,6d62180c99b98fec91c98eb0160cf843,1270706.700000,1637892605.430560,0.093899,0.093899,0.000000,
byCPIDbyProject,SRBase,6d93ecc9514e2098d209655062282eec,944389.670000,1637979565.256870,795.418178,795.418178,0.200000,
byCPIDbyProject,SRBase,6ebbae1e1973e2ad028b82f2b06c0a69,7346960.300000,1558734306.102606,0.092351,0.092351,0.000000,
byCPIDbyProject,SRBase,6f4d373809620f9e515deac5d1570a38,594055.800000,1625710206.032135,0.099778,0.099778,0.000000,
byCPIDbyProject,SRBase,705f9eff4dc305017456d481ea49c0c8,1710081.200000,1638037506.227562,4.450207,4.450207,0.000000,
byCPIDbyProject,SRBase,7125c79acf0970533f7bdbbbb6b6ad4a,16180017.560001,1634602806.167318,0.091179,0.091179,0.000000,
byCPIDbyProject,SRBase,71e89425d98117eba0b2e86a5e517803,432882.000000,1514328605.102704,0.095407,0.095407,0.000000,
byCPIDbyProject,SRBase,72a0eec805b2ce313cbb3b90ecc31c30,195404.000000,1638002706.156066,20.608352,20.608352,0.010000,
byCPIDbyProject,SRBase,7388a69c36c7cabb8e53802dbc7a7c5d,215752.100000,1621182606.241783,0.092905,0.092905,0.000000,
byCPIDbyProject,SRBase,738d1fc87e2ea866d98ae4266417cdd9,341697.000000,1523997905.195588,0.090650,0.090650,0.000000,
byCPIDbyProject,SRBase,739fffd3f7e1fc6ac0534d1b7607650b,3041022.300000,1637472305.356812,0.091954,0.091954,0.000000,
byCPIDbyProject,SRBase,7467b330fd6b1f14d368503a950a7082,7975599.300000,1638040439.415600,7066.593444,7066.593444,1.770000,
byCPIDbyProject,SRBase,77e8b5f5fe415a06ddc0f23d0b612715,2853209.000000,1609391705.997031,0.091511,0.091511,0.000000,
byCPIDbyProject,SRBase,78b841a71d5cf8a54033da6a7a7190b3,3807929.400000,1638021905.596550,0.489043,0.489043,0.000000,
byCPIDbyProject,SRBase,78cda95c9fb550f50989692e2893df37,1077471.020000,1638043206.269295,215.641680,215.641680,0.050000,
byCPIDbyProject,SRBase,79365ee1ad7e2ea2c7e1cce0758b1187,1359900.600000,1631557506.248807,0.099505,0.099505,0.000000,
byCPIDbyProject,SRBase,7a3ecfdc41ee771f97cb1ce11184b1a1,823898.500000,1638000006.290393,426.665736,426.665736,0.110000,
byCPIDbyProject,SRBase,7aac529d73a2ad65d9dd1b893fccf532,106675996.409999,1606607706.295404,0.090226,0.090226,0.000000,
byCPIDbyProject,SRBase,7b2ae3dbbc7efa25ff103b12f0a1fb95,1140.000000,1618987205.986808,0.098474,0.098474,0.000000,
byCPIDbyProject,SRBase,7b5fed4f76fef381d7ed5345b88a6dc5,12873950.000000,1634527205.386473,0.096512,0.096512,0.000000,
byCPIDbyProject,SRBase,7b7844eb653517f60d0a379b97d49541,157220592.349999,1638032406.230634,30.391097,30.391097,0.010000,
byCPIDbyProject,SRBase,7caf591d84c361401fb6817f3f7af0e0,76251617.400000,1637970305.529858,2.246489,2.246489,0.000000,
byCPIDbyProject,SRBase,7d005bbaa58088d236b75f409f94dffe,172452.700000,1621380905.545060,0.092589,0.092589,0.000000,
byCPIDbyProject,SRBase,7d0d73fe026d66fd4ab8d5d8da32a611,2520768885.728799,1638056089.162517,3566836.265475,3566836.265475,891.700000,
byCPIDbyProject,SRBase,7dac77e698b9d2d5818e8b6ded9c9f07,4527942.000000,1543158005.451026,0.098460,0.098460,0.000000,
byCPIDbyProject,SRBase,7df25dbb0092166318bcce7cd22a04ef,705600.000000,1615412705.579871,0.090663,0.090663,0.000000,
byCPIDbyProject,SRBase,7feb00f06f2d4019b44b2269486c7f56,803282.000000,1542173105.122414,0.098187,0.098187,0.000000,
byCPIDbyProject,SRBase,810fad7a6da69dfc36b6b92998b562de,117956779.600026,1638029705.852618,1049.073560,1049.073560,0.260000,
byCPIDbyProject,SRBase,816361fd0d181cb7a7c3a14765e3d638,45230765.000000,1634393405.915089,0.098493,0.098493,0.000000,
byCPIDbyProject,SRBase,816d4736b6196a357863cc458d98f7ee,3267997.000000,1534302605.356055,0.092894,0.092894,0.000000,
byCPIDbyProject,SRBase,81a92ab070c39bf76eb3f9a93ff38449,298384.000000,1514349905.814576,0.093987,0.093987,0.000000,
byCPIDbyProject,SRBase,827c107a88077e037747e4566f42b76d,56042.200000,1507061705.416743,0.091889,0.091889,0.000000,
byCPIDbyProject,SRBase,82b97f9b6fe3c08af41b47f1a3a1a545,818038.000000,1619401805.839520,0.096102,0.096102,0.000000,
byCPIDbyProject,SRBase,85f6f06a3b3a1f19d6170526c42ac5f3,10803407.600000,1638055888.949126,79466.608257,79466.608257,19.870000,
byCPIDbyProject,SRBase,86f53023d7625df057d686ad7e0ce9ee,46798352.799987,1638054305.966505,0.192365,0.192365,0.000000,
byCPIDbyProject,SRBase,86fa0b9e926c6ee419d70bf80f1faea9,64781245.390021,1634432405.529754,0.097393,0.097393,0.000000,
byCPIDbyProject,SRBase,87497bd7c90da359672e64ffb3458682,30605.400000,1582323005.624125,0.018922,0.018922,0.000000,
byCPIDbyProject,SRBase,88a27ce29a03eddeede6fe03a83fb845,15298800.000000,1638055548.987584,300430.397016,300430.397016,75.110000,
byCPIDbyProject,SRBase,89a11d7381eabdd5f79aa7a39a305cde,36557.380000,1487331605.855672,0.091029,0.091029,0.000000,
byCPIDbyProject,SRBase,8a34e1205d8eeb77ba813cf3c1fbe015,37280.000000,1587695706.271198,0.093965,0.093965,0.000000,
