StatsType,Project,CPID,TC,RAT,RAC,AvgRAC,Mag
byCPIDbyProject,einstein@home,bf82f01e52a4e90a6490833e81e811c1,1588139.626700,1638037947.886514,3224.403868,3224.403868,0.290000,
byCPIDbyProject,einstein@home,bfcaa99c593e823f11722b61924d844b,7501735.604000,1638031058.183736,12149.249382,12149.249382,1.100000,
byCPIDbyProject,einstein@home,c0c28cbcc9e8890af4b9788da033c254,10878285.103466,1638014407.752467,2078.794797,2078.794797,0.190000,
byCPIDbyProject,einstein@home,c2134446059d5f2d086726e25898ab54,9945075.000000,1638058446.254913,27372.559605,27372.559605,2.480000,
byCPIDbyProject,einstein@home,c25100ce672ae966affc1822bbd068d4,473087.500000,1638052567.594423,3830.597415,3830.597415,0.350000,
byCPIDbyProject,einstein@home,c4b0aabb0caebb594b1da76618f40146,25705712.773009,1638060309.741399,94535.351300,94535.351300,8.570000,
byCPIDbyProject,einstein@home,c5186b69e82c54fbd63673c9d4a94f15,8771304.500000,1638060378.224601,43443.011499,43443.011499,3.940000,
byCPIDbyProject,einstein@home,c51a18ab192533c5d70a08d342bf7c3e,18729529.458000,1573902604.098582,0.096903,0.096903,0.000000,
byCPIDbyProject,einstein@home,c55780fc7a0d44be0cffa580e77fae0a,17122611.850000,1629719402.256905,0.095350,0.095350,0.000000,
byCPIDbyProject,einstein@home,c637deacc83b5d8993a644dd12484c6b,46148997.655000,1638053555.547170,55551.027486,55551.027486,5.040000,
byCPIDbyProject,einstein@home,c8e84871c20243f59e6a62cfc90eafa6,121312582.977464,1638057318.676385,65347.784596,65347.784596,5.930000,
byCPIDbyProject,einstein@home,ca23f347a5c247d619e35ff2f922e393,99255.000000,1638014402.826849,0.647420,0.647420,0.000000,
byCPIDbyProject,einstein@home,ca3dd0f94d120bacdc2b7fef2fe07014,182395.000000,1625139302.303138,0.088230,0.088230,0.000000,
byCPIDbyProject,einstein@home,ca4a7ebcebafc02b52dd14e62ee4cfd6,3515462.000000,1638014403.509634,2.867473,2.867473,0.000000,
byCPIDbyProject,einstein@home,ca70a3ea61a49e4a891557441a1e9cb7,21424364.301000,1638030493.651499,12254.020070,12254.020070,1.110000,
byCPIDbyProject,einstein@home,cb6de1629d3a36328b7da77433df56f7,16815630.909944,1638014404.331565,15.178799,15.178799,0.000000,
byCPIDbyProject,einstein@home,cb87d65dc32c31e5baf65e2c902d7cbd,28548561.820000,1577877904.730805,0.097470,0.097470,0.000000,
byCPIDbyProject,einstein@home,cc19248d1bc78ddf4532349055452a69,574571.000000,1638059473.453825,39969.457968,39969.457968,3.620000,
byCPIDbyProject,einstein@home,cc4eb755daf7c71c1c98996f62f8f018,21956065.621000,1638050030.430289,33883.964104,33883.964104,3.070000,
byCPIDbyProject,einstein@home,cc639e05fb8bdad47f291dedc6735b36,129830408.060000,1638061071.285060,704015.320442,704015.320442,63.850000,
byCPIDbyProject,einstein@home,ccd7749a90ed334ca9167920916d8500,7318583.434886,1637960585.330968,890.324215,890.324215,0.080000,
byCPIDbyProject,einstein@home,cd2080d1030caa8720436d5beeb47e4e,475113388.110450,1638014403.564699,3.251367,3.251367,0.000000,
byCPIDbyProject,einstein@home,cd555fcaecb704c9b5c1f746af1ea1d2,579236.000000,1638014404.674209,28.682021,28.682021,0.000000,
byCPIDbyProject,einstein@home,ce2a4b70c866643a115da634fc7f06fc,25883903.076000,1638053087.262377,33550.498994,33550.498994,3.040000,
byCPIDbyProject,einstein@home,ce52cd1568c091014ffdef77dcd3fff2,35030556.317913,1637928003.368428,429.699917,429.699917,0.040000,
byCPIDbyProject,einstein@home,ceae294dc4baa50a08a2d4671c686b50,271660618.269000,1638061115.249396,263212.949501,263212.949501,23.870000,
byCPIDbyProject,einstein@home,cecfd81cd7fba9a0c0a062800ffbf89e,497607.000000,1638055082.159505,27823.740169,27823.740169,2.520000,
byCPIDbyProject,einstein@home,cef04e65569de69fd186d6dd04eab43e,2923861.281000,1637999551.094336,26475.662359,26475.662359,2.400000,
byCPIDbyProject,einstein@home,cf52d2d7ef5bae513cd7d39d66c0ef0a,42358816.420000,1638014402.001531,0.105745,0.105745,0.000000,
byCPIDbyProject,einstein@home,d0cea85e7a4a3e30af709e672dace08b,36078698.364000,1631879402.482331,0.089033,0.089033,0.000000,
byCPIDbyProject,einstein@home,d2049e5434f60aea334c0c1bee82fda0,46274930.000000,1638014407.512024,1359.810750,1359.810750,0.120000,
byCPIDbyProject,einstein@home,d2577d4634c22a573f52893ab572537b,1520553.500000,1638002113.406731,4877.960144,4877.960144,0.440000,
byCPIDbyProject,einstein@home,d27a817b969e587a77fb109b0f5f77a0,66934603.582945,1637928004.741636,5916.089727,5916.089727,0.540000,
byCPIDbyProject,einstein@home,d299ad9b4f57d71940289247d9544b13,2348216.000000,1638052261.739584,3560.152391,3560.152391,0.320000,
byCPIDbyProject,einstein@home,d2aefbd7ffca99ce7d2b4b8eb631110c,239930.000000,1632311402.409822,0.083691,0.083691,0.000000,
byCPIDbyProject,einstein@home,d2ba1846426099335fd80b6014e92fb9,2579533.005881,1638042806.707282,4109.827909,4109.827909,0.370000,
byCPIDbyProject,einstein@home,d30cae76062cd5f9125626321270048b,35214151.972000,1637952146.492253,38731.197284,38731.197284,3.510000,
byCPIDbyProject,einstein@home,d444f9fe88f2090a3849de99fa2b2cd3,2347223.587079,1620559502.416497,0.085881,0.085881,0.000000,
byCPIDbyProject,einstein@home,d4fbcc5aa5ae05809c3aedbc21086ba2,22610482.794041,1638054264.379458,10025.066487,10025.066487,0.910000,
byCPIDbyProject,einstein@home,d567d86424c43bef94066262586b5933,377685.000000,1638041770.632997,13611.848104,13611.848104,1.230000,
byCPIDbyProject,einstein@home,d622a36ed129236e8262cb9c1034b547,875130.500000,1638014404.218904,12.363435,12.363435,0.000000,
byCPIDbyProject,einstein@home,d723a12aeaa42d94bba1e24e6a372e8c,33829852.440000,1638060546.097353,83046.375531,83046.375531,7.530000,
byCPIDbyProject,einstein@home,d7bcaa3716533aa8b800a7cc83630693,5032320.810000,1638052051.482571,4820.083138,4820.083138,0.440000,
byCPIDbyProject,einstein@home,d7c573668c47a2f8291e6b26fdd89e1e,47582079.551800,1638046845.198965,20305.037838,20305.037838,1.840000,
byCPIDbyProject,einstein@home,d7d81a6d8f0fc797e95dac2dbebe598a,1293212.145000,1606659902.674045,0.083384,0.083384,0.000000,
byCPIDbyProject,einstein@home,d81e850adb9864c8929ef07e639b0149,1170895915.724991,1638014407.616184,1571.668084,1571.668084,0.140000,
byCPIDbyProject,einstein@home,d865dc0329b898d677752120ee795645,55307079.300064,1638014406.173097,225.794532,225.794532,0.020000,
byCPIDbyProject,einstein@home,d90677a495de40dd2ca719332c552999,1100308.925000,1638014407.536647,1532.738545,1532.738545,0.140000,
byCPIDbyProject,einstein@home,d963079276c2e926b18edfee7b9711ee,48673572.000000,1637978443.689551,60990.279312,60990.279312,5.530000,
byCPIDbyProject,einstein@home,d97634e3bc3b7b55ebc2c09feba85060,36791518.916629,1638014403.126788,1.305853,1.305853,0.000000,
byCPIDbyProject,einstein@home,d9a2f25eb0722243bf2aecc16a018cfd,147663981.798084,1638054780.310414,92870.130921,92870.130921,8.420000,
byCPIDbyProject,einstein@home,d9b50199ebf4c2f5023e6d2b50032659,28741557.000000,1638019579.593225,12570.568887,12570.568887,1.140000,
byCPIDbyProject,einstein@home,d9bd05c5b1491fe4d0f54202811d8ee9,3308183.500000,1638025746.441273,7787.089496,7787.089496,0.710000,
byCPIDbyProject,einstein@home,d9cbe8e11d1cfef9b039e81a9277396b,41563753.000000,1638060961.193114,20300.675212,20300.675212,1.840000,
byCPIDbyProject,einstein@home,da0c795e81490ce47752d88cb0cbd5be,621768629.263950,1638027736.327901,132631.681688,132631.681688,12.030000,
byCPIDbyProject,einstein@home,da1181715d376c6268e370032ba33517,246400.500000,1638014402.571216,0.375215,0.375215,0.000000,
byCPIDbyProject,einstein@home,da95dad2c490374e27fa6cd230b988c2,2197400.020000,1626954302.304044,0.087822,0.087822,0.000000,
byCPIDbyProject,einstein@home,dabb0878b394656c4ae797821b472fd8,119038.000000,1586954404.849068,0.083018,0.083018,0.000000,
byCPIDbyProject,einstein@home,daeb3ba6a208df35e74a4c1dd6f62310,335774160.359000,1590412202.225748,0.083556,0.083556,0.000000,
byCPIDbyProject,einstein@home,db9cf05dc584040c043d39295b195b9d,275922530.585000,1638060978.033276,371497.179447,371497.179447,33.690000,
byCPIDbyProject,einstein@home,dbd9fa4fa27113c5b678b2b4a9950f13,962636.808678,1638014405.307664,71.655363,71.655363,0.010000,
byCPIDbyProject,einstein@home,dc9a99c9038b6ecae1c3b268d2366469,937796.000000,1638053463.135852,4172.669817,4172.669817,0.380000,
byCPIDbyProject,einstein@home,dceecaa5a7bfd829f56d778fd6c3206a,91977784.788674,1635508502.140334,0.091309,0.091309,0.000000,
byCPIDbyProject,einstein@home,dd532146ed93420029e2b2db3eda7bf8,309332390.164129,1638060905.860164,30499.241505,30499.241505,2.770000,
byCPIDbyProject,einstein@home,de0f0b24dda3f51c07fe37494cdb3b94,39527576.645839,1638014402.914111,0.761697,0.761697,0.000000,
byCPIDbyProject,einstein@home,de5fc3094caf35679ed88d76b5534cbb,222439878.271417,1638014403.336999,2.076439,2.076439,0.000000,
byCPIDbyProject,einstein@home,deba3bc3837752867a49bc1a627f4267,750.000000,1635854102.150062,0.084018,0.084018,0.000000,
byCPIDbyProject,einstein@home,e01927c3c88213a8da5f711c5ef8579c,391519.000000,1638044464.321218,887.904980,887.904980,0.080000,
byCPIDbyProject,einstein@home,e137afc1ed22912d24666802a03d6f9a,26844930.016000,1637928003.675086,754.163667,754.163667,0.070000,
byCPIDbyProject,einstein@home,e1fc7dc1051549064a0bbd4bedc1183f,7465.000000,1617534902.669034,0.091387,0.091387,0.000000,
byCPIDbyProject,einstein@home,e2bd93db54936cf3febcd8cf3b99fbea,166804530.599000,1638060213.206781,128352.527913,128352.527913,11.640000,
byCPIDbyProject,einstein@home,e3dabb9a8130946e13de3a48c5abf511,1064692.185000,1638014404.291678,14.025240,14.025240,0.000000,
byCPIDbyProject,einstein@home,e436772c9a1c091ee874b9a1797e71b7,293806128.700021,1638059914.965497,383076.657970,383076.657970,34.740000,
byCPIDbyProject,einstein@home,e4953dfa7f6bf4dcb51ffda0633933cd,7048847.520000,1638052816.696530,14702.973986,14702.973986,1.330000,
byCPIDbyProject,einstein@home,e495be38c6d36b5800473bfe040e2c91,39330246.300000,1638057056.219969,45220.091814,45220.091814,4.100000,
byCPIDbyProject,einstein@home,e4986219545136d6d3d5bcc455f61340,767919.000000,1638061046.708354,1339.023091,1339.023091,0.120000,
byCPIDbyProject,einstein@home,e53253bd80d0c7c02ee6c8c44dc41e7b,6847425.592993,1555611004.289952,0.090105,0.090105,0.000000,
byCPIDbyProject,einstein@home,e64c6f0a50af958349a03ee08ab178f7,25199704.523520,1638014407.310065,1068.774413,1068.774413,0.100000,
byCPIDbyProject,einstein@home,e7718a5c4929bd02591ed711a360dbf9,192711.058902,1570789804.429073,0.099245,0.099245,0.000000,
byCPIDbyProject,einstein@home,e7ea6f2c3fcdfa0640ae4f61cb6737c7,25395.000000,1635854102.215245,0.099711,0.099711,0.000000,
byCPIDbyProject,einstein@home,e7ee9336753c92457964dc5642157603,290627908.040000,1638061094.269750,1493044.546040,1493044.546040,135.410000,
byCPIDbyProject,einstein@home,e7f90818e3e87c0bbefe83ad3cfe27e1,791007064.026000,1638014408.491679,16503.803905,16503.803905,1.500000,
byCPIDbyProject,einstein@home,e8263087783a8e867bfe470a2c3d9d48,99406129.690000,1628164202.541231,0.094162,0.094162,0.000000,
byCPIDbyProject,einstein@home,e84f70d54beced163ded200ebb576753,120800898.899000,1638059860.423810,282476.578466,282476.578466,25.620000,
byCPIDbyProject,einstein@home,eab0cd7960f3117452db05dfae312cb9,3510984.000000,1638014403.726647,4.508604,4.508604,0.000000,
byCPIDbyProject,einstein@home,ecfd9d1ea9efcd44fa96790459311e79,35514261.213000,1638014408.059779,3525.153729,3525.153729,0.320000,
byCPIDbyProject,einstein@home,ed2238fc74dc22017d4068d88ab256c2,7877678.000000,1638014406.479794,357.133418,357.133418,0.030000,
byCPIDbyProject,einstein@home,edc7d1bdb1342a719059444945606d51,13370736.579517,1638052827.974110,24688.773583,24688.773583,2.240000,
byCPIDbyProject,einstein@home,ee4a19259edf11e9e90005773cb8ad16,1636925706.945750,1638061126.903148,3522613.588280,3522613.588280,319.480000,
byCPIDbyProject,einstein@home,ee80ae9fa649e0293fb9b4954a736e48,11243268.068000,1638060290.611907,152048.609025,152048.609025,13.790000,
byCPIDbyProject,einstein@home,eecd42ae1214e89e24f24ff3b921b2c6,20706240.634848,1627991402.557497,0.096362,0.096362,0.000000,
byCPIDbyProject,einstein@home,ef2a9be1807118400564624959a671b4,10764802.000000,1638044137.965153,3130.623011,3130.623011,0.280000,
byCPIDbyProject,einstein@home,f0edea95764d211864a91664d8383f4c,5328553.546000,1625658003.002630,0.093780,0.093780,0.000000,
byCPIDbyProject,einstein@home,f10bf58f36e03780d0a50293af92cfaf,8665200.628238,1637841602.393552,0.095316,0.095316,0.000000,
byCPIDbyProject,einstein@home,f272b3cbaaf866e206f0b9a1383172b4,190313569.150069,1638060760.245621,835867.988820,835867.988820,75.810000,
byCPIDbyProject,einstein@home,f2b9047b08dbbc0d1f065e615c94cc60,4688564.500000,1638058150.953302,1027.859782,1027.859782,0.090000,
byCPIDbyProject,einstein@home,f32eb8f17277674ca22558672b671622,256456377.050000,1638060658.667010,146434.167535,146434.167535,13.280000,
byCPIDbyProject,einstein@home,f392efc4e7682324d640e5d5dc5170c5,2329783.000000,1638026224.880360,903.593214,903.593214,0.080000,
byCPIDbyProject,einstein@home,f41f66b1a3490ad155786f6ddd1f16d5,137452914.508000,1574939403.934748,0.099691,0.099691,0.000000,
byCPIDbyProject,einstein@home,f47e7d1b51d8e987b401fafdf965124e,189145.500000,1637937802.690623,726.274333,726.274333,0.070000,
byCPIDbyProject,einstein@home,f5135c1a4557406ca0c198230e5dc9a0,154179667.670000,1618744502.201016,0.092295,0.092295,0.000000,
byCPIDbyProject,einstein@home,f525618ce1a71c2e9580991e08ca12a2,43384459.977380,1638014404.650830,27.266885,27.266885,0.000000,
byCPIDbyProject,einstein@home,f5b3ef4e0c535fdcc5e24b603b8cbdd5,47039125.000000,1638014404.501464,20.937119,20.937119,0.000000,
byCPIDbyProject,einstein@home,f5bc3c415aa30caf0cf987fa6200feda,11499066.153000,1637150402.347997,0.092094,0.092094,0.000000,
byCPIDbyProject,einstein@home,f5cce458fb3532c38dd1757b8fbe9eca,3900040.500000,1579953004.638004,0.087741,0.087741,0.000000,
byCPIDbyProject,einstein@home,f6a049ded40fac6fd292c2a12114f606,9102775.891103,1638058775.270332,21112.218996,21112.218996,1.910000,
byCPIDbyProject,einstein@home,f6da006f1b566f9f7d11e66b17d8ce55,224533628.838000,1638052705.884392,163646.318923,163646.318923,14.840000,
byCPIDbyProject,einstein@home,f73c4a99a56b68e4b0c649e2cef6bde7,2624147139.146999,1638061196.616305,6207890.413647,6207890.413647,563.010000,
byCPIDbyProject,einstein@home,f751189ff692133718e104d480695d97,367501761.380000,1638060547.250675,744515.553928,744515.553928,67.520000,
byCPIDbyProject,einstein@home,f7714ee056091e0979d062b17ddccd03,10533764.000000,1638056926.775694,37971.432203,37971.432203,3.440000,
byCPIDbyProject,einstein@home,f7b0e67c24c8b4f3b40ab74e5229e2c2,26020.712924,1466586004.972953,0.085491,0.085491,0.000000,
byCPIDbyProject,einstein@home,f8379242f9d94fc6e9783b15170749f9,10879407.000000,1548928804.646394,0.096047,0.096047,0.000000,
byCPIDbyProject,einstein@home,f8d40d94eb39f95f0f580dd071ccca3b,60328658.042892,1638020308.421821,133560.504423,133560.504423,12.110000,
byCPIDbyProject,einstein@home,f8d8544697b2f5f7167c6829c003628b,8514789.116033,1638056104.177410,1502.090423,1502.090423,0.140000,
byCPIDbyProject,einstein@home,f937cab50085de9d2c54b6a7980a096c,1447565.746200,1637928004.038879,1205.294324,1205.294324,0.110000,
byCPIDbyProject,einstein@home,fb3f0673803f915287cd5ac3a3394e66,26520236.005949,1638060986.882146,54454.843589,54454.843589,4.940000,
byCPIDbyProject,einstein@home,fb411d4675c1a0360e132df8d41c6046,186465.000000,1638014404.335160,15.346408,15.346408,0.000000,
byCPIDbyProject,einstein@home,fb4efe992466295337b3c41056623e8f,124270475.000000,1638061175.325241,3333655.429934,3333655.429934,302.340000,
byCPIDbyProject,einstein@home,fb59aa3ac61a6050780dd446933ecfc8,2080307.000000,1536151504.500357,0.086767,0.086767,0.000000,
byCPIDbyProject,einstein@home,fb67f60f1c2463a32b57dc5efa3b5dc5,15290466.210000,1628164202.551752,0.095935,0.095935,0.000000,
byCPIDbyProject,einstein@home,fc04913e244ba8b1face6821a8cab8ab,20235.000000,1615646702.586706,0.086078,0.086078,0.000000,
byCPIDbyProject,einstein@home,fc38b066fe61f9b30ed6598c52a7daeb,1500.000000,1448972705.321155,0.091799,0.091799,0.000000,
byCPIDbyProject,einstein@home,fdb8dfc010b5e72295e4abf530876ed9,2175915.000000,1638045869.721961,21611.478944,21611.478944,1.960000,
byCPIDbyProject,einstein@home,fdc7e04c70a57f8963fb823f619e8964,680456.041893,1513627504.129444,0.087732,0.087732,0.000000,
byCPIDbyProject,einstein@home,fe1516ed07b418718ecd87cd95d548b5,8261249.315000,1543739104.843568,0.096916,0.096916,0.000000,
byCPIDbyProject,einstein@home,fe3748b700e27a29d894d6b71a045793,2899793.130000,1638028504.015815,8769.445052,8769.445052,0.800000,
byCPIDbyProject,einstein@home,fe3e2e8e532b466775c2892624dc6f94,846220.000000,1637928002.801619,148.216224,148.216224,0.010000,
byCPIDbyProject,einstein@home,feead2f7fbcac15d701b476995871850,464636.809000,1587213904.824499,0.092051,0.092051,0.000000,
byCPIDbyProject,einstein@home,ff0074a968f0c6b84125d12aed39e891,575958.650000,1616670902.815534,0.084472,0.084472,0.000000,
byCPIDbyProject,milkyway@home,00753fb2da10d8f412195f4f99c61078,2282402.809840,1535047502.453697,0.099020,0.099020,0.000000,
byCPIDbyProject,milkyway@home,00ce8a19960dcf75c209bb7adf19fa69,108105.473161,1619528102.742932,0.093800,0.093800,0.000000,
byCPIDbyProject,milkyway@home,01f7a0f8b60fe3ebd799122ebe08043e,161188.765655,1510251902.925705,0.096350,0.096350,0.000000,
byCPIDbyProject,milkyway@home,01fd21141ef10ad826c5b6d7d7a66629,362667422.924576,1525824902.580634,0.096993,0.096993,0.000000,
byCPIDbyProject,milkyway@home,020745dee461ca34d12a8fb931514c90,115137.976613,1638049187.114668,3101.722376,3101.722376,0.480000,
byCPIDbyProject,milkyway@home,026dde8d3daf1a497a97ce692dfae76a,230.363000,1633723573.460047,0.050472,0.050472,0.000000,
byCPIDbyProject,milkyway@home,02f8f633ceefa8a48f7d624555a07493,1447370.301686,1635705002.666954,0.095717,0.095717,0.000000,
byCPIDbyProject,milkyway@home,03735fd8066b71828aec7ce17196bbb8,51572.934976,1454080803.474290,0.093468,0.093468,0.000000,
byCPIDbyProject,milkyway@home,0390450eff5f5cd6d7a7d95a6d898d8d,298602.401796,1447594802.557772,0.093499,0.093499,0.000000,
byCPIDbyProject,milkyway@home,03c2fac841e8cd2fb1a194d26662bb54,40286554.770619,1638052803.024875,203.844756,203.844756,0.030000,
byCPIDbyProject,milkyway@home,041057906bf4760afcb2efd63247ece5,5656349.765371,1638051780.873409,144057.040923,144057.040923,22.210000,
byCPIDbyProject,milkyway@home,048de851fbdb89757c4576472bf2978e,1006541295.257281,1638052803.024875,15667.992639,15667.992639,2.420000,
byCPIDbyProject,milkyway@home,049144b3fb2e414f5d122a2807066342,2428120.557269,1638051233.332801,1593.035072,1593.035072,0.250000,
byCPIDbyProject,milkyway@home,05c21278af7999e749b1671ea90bc8f6,74566409.340200,1581356102.685271,0.098625,0.098625,0.000000,
byCPIDbyProject,milkyway@home,05d3fd0b7e65d9653889897f38ed1971,6256600.136692,1638049277.562746,265.756556,265.756556,0.040000,
byCPIDbyProject,milkyway@home,067bc227ca534998a56ec56c1f865e14,90246.786104,1507659603.002338,0.096837,0.096837,0.000000,
byCPIDbyProject,milkyway@home,06c4f726c25413b262e4ec4114a98837,4659561.134660,1560444002.454787,0.093449,0.093449,0.000000,
byCPIDbyProject,milkyway@home,072a22b83c8d6bc62c296b9eb1db134f,14776513.542408,1637880003.331434,4680.269561,4680.269561,0.720000,
byCPIDbyProject,milkyway@home,07a36578fc3f6a512f0c1efb5f914212,356375.227047,1635705002.666954,0.096266,0.096266,0.000000,
byCPIDbyProject,milkyway@home,08321f22a670ce593f85cee0aceed378,16089489.280849,1638052400.795915,79375.275090,79375.275090,12.240000,
byCPIDbyProject,milkyway@home,0852ce22a8a32b77558c4f1c28230dd4,419849.104244,1638052803.024875,21.437828,21.437828,0.000000,
byCPIDbyProject,milkyway@home,08ca9991fd3896a5db23370abf113d17,1726.584162,1638052803.024875,2.996385,2.996385,0.000000,
byCPIDbyProject,milkyway@home,097c16fed6eba410219b5f52f954f5b0,4656758.705581,1638042712.049186,11044.035717,11044.035717,1.700000,
byCPIDbyProject,milkyway@home,09cef9dc9e19a0716fa89341aa7a523c,36993824.689218,1638052787.322109,87117.959264,87117.959264,13.430000,
byCPIDbyProject,milkyway@home,09e3f02bd092efb9d9e49337fd66af10,94091.803632,1637880003.331434,47.531089,47.531089,0.010000,
byCPIDbyProject,milkyway@home,0a187954d623c6bdd7799206d578935b,31740725.428545,1638049616.355696,6574.497160,6574.497160,1.010000,
byCPIDbyProject,milkyway@home,0aa845f7d05f770a01c1689d8d894827,198487.049948,1523770802.689571,0.092483,0.092483,0.000000,
byCPIDbyProject,milkyway@home,0b3e9507b7e91d1ae13ca41262fee609,762616833.842662,1638052724.046116,307817.304728,307817.304728,47.460000,
byCPIDbyProject,milkyway@home,0b5ef259411ec18e8dac2be0b732fd23,7712147.011968,1494599102.527719,0.093104,0.093104,0.000000,
byCPIDbyProject,milkyway@home,0c133fbd5aa121e4e272470080b87198,15570419.877290,1541623502.699985,0.096571,0.096571,0.000000,
byCPIDbyProject,milkyway@home,0d7bf78aeb1dae402525a417a38b07e4,22637589.502888,1638047419.655668,19601.948982,19601.948982,3.020000,
byCPIDbyProject,milkyway@home,0d8ffbf58ff5f354436c6f9e8ad1ab43,32976714.552250,1638052724.007995,104425.909397,104425.909397,16.100000,
byCPIDbyProject,milkyway@home,0de87e305d5d3a9cd58bde8a9f84339b,10036877.274392,1479629402.765315,0.091054,0.091054,0.000000,
byCPIDbyProject,milkyway@home,0e748ca75bf3cb48ae14f70e18aa17fb,23208217.566920,1637880003.331434,6397.899537,6397.899537,0.990000,
byCPIDbyProject,milkyway@home,0ef92fa9a3c87ece396870cf3977f6d9,1715805.955807,1619095803.429129,0.095997,0.095997,0.000000,
byCPIDbyProject,milkyway@home,0eff9782d1abbed0ee827e4017bbed55,66001.290000,1638052803.024875,67.635232,67.635232,0.010000,
byCPIDbyProject,milkyway@home,0f06b7a83f5bf25af6053d340eb96380,3801654.435823,1638052803.024875,19.173561,19.173561,0.000000,
byCPIDbyProject,milkyway@home,0f4e985a4ce2a311305c6509f16b30a3,52858407.369366,1638052803.024875,647.659780,647.659780,0.100000,
byCPIDbyProject,milkyway@home,1048f5bf772004757e6b58bf8d159980,106696.620891,1637079603.407208,0.096336,0.096336,0.000000,
byCPIDbyProject,milkyway@home,109e5fb32c6fd869f4f69e5a2b387a93,6173232.903846,1635705002.666954,0.086964,0.086964,0.000000,
byCPIDbyProject,milkyway@home,10fff92f1740c901865375146cd083e4,2829913.523415,1638043212.248325,58479.303714,58479.303714,9.020000,
byCPIDbyProject,milkyway@home,1104d7e73072ad70bdce14b7ea434e14,3384462.016138,1638049096.354465,24008.348507,24008.348507,3.700000,
byCPIDbyProject,milkyway@home,111d18a1342d2609a6773d8d87a6cbf8,20294.904155,1635705002.666954,0.097137,0.097137,0.000000,
byCPIDbyProject,milkyway@home,1224cd28fd68c86d2fd69656e466099a,1840610.060461,1638052283.709635,2398.200361,2398.200361,0.370000,
byCPIDbyProject,milkyway@home,127c75f1c08d06a054465f4cdebe581e,73739.658000,1539011102.673340,0.090279,0.090279,0.000000,
byCPIDbyProject,milkyway@home,12b927432fcbcc08dcd652ef544b74fb,356506.807194,1638022812.221916,1353.304479,1353.304479,0.210000,
byCPIDbyProject,milkyway@home,1303b8f1ec9a406508acf860f3ad9c9f,3379838.866423,1637707202.647055,0.087641,0.087641,0.000000,
byCPIDbyProject,milkyway@home,131a0a4042a085d83d46d9b0834ac004,1091945.244000,1638048290.185823,3841.281486,3841.281486,0.590000,
byCPIDbyProject,milkyway@home,13509cf04f3fedceceab14ad52bf5202,11258714.331592,1586540402.999528,0.082325,0.082325,0.000000,
byCPIDbyProject,milkyway@home,13a1ec48bca572aadbc0e34a3bfa8ee4,6494240.981061,1638051695.328720,6317.087314,6317.087314,0.970000,
byCPIDbyProject,milkyway@home,13f73ac7debcb54e5f846548bc5c3197,1346835.528959,1638052020.052784,2193.016803,2193.016803,0.340000,
byCPIDbyProject,milkyway@home,13ff8b4b4ec4e1a0a25911025ac08348,7635734.761276,1638051052.093620,4746.328820,4746.328820,0.730000,
byCPIDbyProject,milkyway@home,14019b7625f271e03ea0e9d37b0721f7,5762504.004700,1475156102.909718,0.092740,0.092740,0.000000,
byCPIDbyProject,milkyway@home,14badd323144285eb6e93e8cf4be6269,10045149.502538,1638050484.607826,23677.420777,23677.420777,3.650000,
byCPIDbyProject,milkyway@home,14c2130aabb4176a0d3351cd136bbaa4,70052498.458053,1638049759.736296,4937.017262,4937.017262,0.760000,
byCPIDbyProject,milkyway@home,14d14af285d964807273d32fa10073f1,8045919.209409,1606674003.077057,0.090201,0.090201,0.000000,
byCPIDbyProject,milkyway@home,14fe527d49f2f1c8eb9552b054c4ead6,35180459.380288,1590342002.417368,0.085789,0.085789,0.000000,
byCPIDbyProject,milkyway@home,1525420f37f3471a4ed0eda79f5be2b6,1028443.722108,1638052803.024875,1.211040,1.211040,0.000000,
byCPIDbyProject,milkyway@home,1599ab3a737f7905a2e2c1518a8fc788,1026958.254000,1638018015.468154,3420.242523,3420.242523,0.530000,
byCPIDbyProject,milkyway@home,15d376fcc9931dd463f4e2dbfb8f6b76,112579.448000,1638052803.024875,551.378781,551.378781,0.090000,
byCPIDbyProject,milkyway@home,15fabd8d529db1f16315736b890ce38c,816589.680669,1612874103.142381,0.092589,0.092589,0.000000,
byCPIDbyProject,milkyway@home,1632f99977d90c5a223b5b0667e3c50c,38358.570787,1612203902.803618,0.097704,0.097704,0.000000,
byCPIDbyProject,milkyway@home,16343a0f41ad37bb35a80e81bc97ef8c,2702449.644907,1637995351.011692,6.312057,6.312057,0.000000,
byCPIDbyProject,milkyway@home,1638152dadcac51f8bb71da66dfe092d,1880.637000,1366752002.407277,0.090629,0.090629,0.000000,
byCPIDbyProject,milkyway@home,163f049997e8a2dee054d69a7720bf05,5746603609.240969,1638052792.739891,2218703.424562,2218703.424562,342.050000,
byCPIDbyProject,milkyway@home,16bd394ac5d2db7747e6f6885ee0c4d1,1640230.359273,1638052803.024875,2.659737,2.659737,0.000000,
byCPIDbyProject,milkyway@home,16d58e95a8fcbf928f53c2029e133ba9,3337087.367019,1638052803.024875,213.322205,213.322205,0.030000,
byCPIDbyProject,milkyway@home,17029c4576fc8e66b21dfec118099199,15378201.839384,1638052803.024875,1687.844952,1687.844952,0.260000,
byCPIDbyProject,milkyway@home,175bfe3d46fda5711916ad0f38215259,6560431.682002,1574097602.845608,0.096471,0.096471,0.000000,
byCPIDbyProject,milkyway@home,1771c7a781a37a888f36e4ae25fda4a9,115998646.981202,1585762802.671411,0.094400,0.094400,0.000000,
